stage,act,chapter,index,kingdom,boss,objectives,moves,time_s,target,difficulty,casual_win,casual_win_assist,casual_avg_score,average_win,average_win_assist,average_avg_score,expert_win,expert_win_assist,expert_avg_score
266,2,14,6,East,None,ReachScore:3350,24,900,3350,622,50,67,4088,67,83,5201,100,100,6127
267,2,14,7,East,None,CollectColor:20,24,900,2200,623,100,100,7088,100,100,6023,100,100,7116
268,2,14,8,East,None,ClearIce:24,24,900,3150,624,50,100,9683,100,100,9212,100,100,12029
269,2,14,9,East,None,BreakStones:9,0,84,3150,625,100,100,2954,100,100,4967,100,100,5332
270,2,14,10,East,MiniBoss,DefeatBoss:10400,29,900,10400,626,67,67,10581,17,83,9130,100,100,12372
271,2,14,11,East,None,ReachScore:7650,24,900,7650,627,33,50,7144,17,33,5597,100,100,8264
272,2,14,12,East,None,CollectColor:22,0,84,3150,628,50,83,6884,100,100,9426,100,100,9836
273,2,14,13,East,None,ClearIce:25,24,900,3950,629,50,83,7711,67,100,8808,100,100,10668
274,2,14,14,East,None,BreakStones:9,24,900,3150,630,83,100,5508,83,100,6322,100,100,5858
275,2,14,15,East,None,ReachScore:6400 + CollectColor:10,24,900,6400,631,67,100,6942,100,100,10281,100,100,7992
276,2,14,16,East,None,ReachScore:10472,0,84,10472,632,0,50,5143,17,33,6865,100,100,12133
277,2,14,17,East,None,CollectColor:55,24,900,3150,633,0,0,10330,0,33,12669,100,100,23791
278,2,14,18,East,None,ClearIce:25,24,900,3150,634,50,100,8002,67,100,9109,100,100,9911
279,2,14,19,East,None,BreakStones:9,24,900,2200,635,100,100,6410,100,100,6505,100,100,6052
280,2,14,20,East,ChapterBoss,DefeatBoss:8350,29,900,8350,636,33,100,8428,50,100,9146,100,100,12016
281,2,15,1,East,None,ReachScore:5500,24,900,5500,606,33,33,4503,50,83,5151,100,100,6277
282,2,15,2,East,None,CollectColor:21,24,900,3100,607,100,100,7406,100,100,6322,100,100,8596
283,2,15,3,East,None,ClearIce:27,24,900,2150,608,83,100,9772,100,100,10554,100,100,8361
284,2,15,4,East,None,BreakStones:9,0,84,3950,639,83,100,4295,100,100,4143,100,100,3864
285,2,15,5,East,None,ReachScore:11558 + CollectColor:23,24,900,11558,640,50,100,9950,67,83,12957,100,100,14614
286,2,15,6,East,None,ReachScore:8041,24,900,8041,641,17,33,6768,50,50,8167,100,100,9308
287,2,15,7,East,None,CollectColor:21,24,900,2200,642,83,100,7900,83,100,8477,100,100,9830
288,2,15,8,East,None,ClearIce:26,24,900,3150,643,100,100,8518,83,100,7803,100,100,9836
289,2,15,9,East,None,BreakStones:9,0,83,3150,644,100,100,4754,100,100,4131,100,100,4786
290,2,15,10,East,MiniBoss,DefeatBoss:9750,29,900,9750,645,33,67,8166,33,100,8758,100,100,11058
291,2,15,11,East,None,ReachScore:2100,24,900,2100,646,100,100,6080,100,100,5138,100,100,4658
292,2,15,12,East,None,CollectColor:30,0,83,3200,647,67,100,8736,83,100,7224,100,100,8473
293,2,15,13,East,None,ClearIce:30,24,900,4000,648,50,67,9924,83,100,9430,100,100,12842
294,2,15,14,East,None,BreakStones:9,24,900,3200,649,100,100,5738,100,100,5279,100,100,4814
295,2,15,15,East,None,ReachScore:10850 + CollectColor:19,24,900,10850,650,33,100,9586,67,83,11475,100,100,11653
296,2,15,16,East,None,ReachScore:4350,0,83,4350,651,17,50,2577,67,83,5029,100,100,5824
297,2,15,17,East,None,CollectColor:54,24,900,3200,652,0,0,7782,0,33,11102,100,100,21980
298,2,15,18,East,None,ClearIce:23,24,900,3200,653,83,100,8601,83,100,7024,100,100,8565
299,2,15,19,East,None,BreakStones:9,24,900,2250,654,67,100,6718,100,100,5939,100,100,5554
300,2,15,20,East,ChapterBoss,DefeatBoss:8450,29,900,8450,655,67,100,8909,83,100,9759,100,100,16204
301,2,16,1,East,None,ReachScore:4450,24,900,4450,625,67,83,5457,50,50,4969,100,100,7410
302,2,16,2,East,None,CollectColor:24,24,900,3150,626,67,100,6290,100,100,7602,100,100,10004
303,2,16,3,East,None,ClearIce:29,24,900,2150,627,0,50,10364,50,67,10010,100,100,11199
304,2,16,4,East,None,BreakStones:9,0,83,4000,658,100,100,4802,100,100,4672,100,100,3807
305,2,16,5,East,None,ReachScore:9044 + CollectColor:15,24,900,9044,659,50,83,8096,50,67,8650,100,100,11992
306,2,16,6,East,None,ReachScore:4035,24,900,4035,660,50,67,5670,67,83,6016,100,100,6061
307,2,16,7,East,None,CollectColor:31,24,900,2250,661,83,100,8065,100,100,8637,100,100,9894
308,2,16,8,East,None,ClearIce:28,24,900,3250,662,33,83,7914,67,67,9563,100,100,8117
309,2,16,9,East,None,BreakStones:9,0,83,3250,663,83,100,4728,100,100,5067,100,100,7552
310,2,16,10,East,MiniBoss,DefeatBoss:4750,29,900,4750,664,100,100,6877,100,100,6990,100,100,7752
311,2,16,11,East,None,ReachScore:3750,24,900,3750,665,33,33,3955,67,83,5551,100,100,6234
312,2,16,12,East,None,CollectColor:29,0,83,3250,666,33,100,8368,67,100,8265,100,100,12112
313,2,16,13,East,None,ClearIce:30,24,900,4050,667,33,67,6880,67,100,7821,100,100,9367
314,2,16,14,East,None,BreakStones:9,24,900,3050,668,100,100,6104,100,100,5296,100,100,5278
315,2,16,15,East,None,ReachScore:5800 + CollectColor:16,24,900,5800,669,100,100,6634,100,100,7507,100,100,7650
316,2,16,16,East,None,ReachScore:2587,0,83,2587,670,17,17,1629,33,33,2643,100,100,4032
317,2,16,17,East,None,CollectColor:32,24,900,3050,671,50,83,12706,33,100,9508,100,100,14417
318,2,16,18,East,None,ClearIce:21,24,900,3050,672,50,100,8166,67,100,7761,100,100,6574
319,2,16,19,East,None,BreakStones:9,24,900,2250,673,100,100,7356,100,100,6554,100,100,6391
320,2,16,20,East,ChapterBoss,DefeatBoss:8100,29,900,8100,674,100,100,9762,100,100,9882,100,100,11059
321,2,17,1,East,None,ReachScore:4000,24,900,4000,644,50,100,3477,83,83,5591,100,100,6288
322,2,17,2,East,None,CollectColor:27,24,900,3200,645,33,100,6220,100,100,10082,100,100,12234
323,2,17,3,East,None,ClearIce:28,24,900,2200,646,50,100,9763,33,100,8426,100,100,8501
324,2,17,4,East,None,BreakStones:9,0,83,4050,677,100,100,6297,83,100,5393,100,100,6995
325,2,17,5,East,None,ReachScore:10433 + CollectColor:21,24,900,10433,678,17,50,6589,17,83,7791,100,100,11598
326,2,17,6,East,None,ReachScore:5373,24,900,5373,679,50,83,5734,33,83,5115,100,100,8938
327,2,17,7,East,None,CollectColor:21,24,900,2250,680,100,100,8658,100,100,9428,100,100,15232
328,2,17,8,East,None,ClearIce:24,24,900,3050,681,100,100,8343,67,100,7255,100,100,10058
329,2,17,9,East,None,BreakStones:9,0,82,3050,682,100,100,3372,100,100,3504,100,100,2711
330,2,17,10,East,MiniBoss,DefeatBoss:10850,29,900,10850,683,33,67,8497,50,100,9330,100,100,12985
331,2,17,11,East,None,ReachScore:10071,24,900,10071,684,17,17,7100,0,0,5707,100,100,13280
332,2,17,12,East,None,CollectColor:19,0,82,3050,685,67,83,5829,83,100,6010,100,100,10372
333,2,17,13,East,None,ClearIce:28,24,900,4100,686,17,67,7716,67,100,8497,100,100,10454
334,2,17,14,East,None,BreakStones:9,24,900,3100,687,100,100,7343,100,100,7074,100,100,12331
335,2,17,15,East,None,ReachScore:10106 + CollectColor:18,24,900,10106,688,83,100,10648,50,100,10124,100,100,12622
336,2,17,16,East,None,ReachScore:1950,0,82,1950,689,33,67,1616,17,83,1528,100,100,3428
337,2,17,17,East,None,CollectColor:50,24,900,3100,690,33,67,9046,33,83,9788,100,100,12646
338,2,17,18,East,None,ClearIce:28,24,900,3100,691,100,100,10257,100,100,10374,100,100,7301
339,2,17,19,East,None,BreakStones:9,24,900,2250,692,100,100,5235,100,100,4759,100,100,4307
340,2,17,20,East,ChapterBoss,DefeatBoss:8200,29,900,8200,693,67,100,9081,67,100,8957,100,100,21080
341,2,18,1,East,None,ReachScore:1621,24,900,1621,663,50,83,2773,67,67,3662,100,100,5462
342,2,18,2,East,None,CollectColor:8,24,900,3250,664,100,100,3635,100,100,3631,100,100,3002
343,2,18,3,East,None,ClearIce:29,24,900,2250,665,17,50,8199,50,67,6860,100,100,10312
344,2,18,4,East,None,BreakStones:9,0,82,4150,696,67,100,8153,83,100,7864,100,100,9392
345,2,18,5,East,None,ReachScore:9650 + CollectColor:14,24,900,9650,697,33,33,7626,17,67,7462,100,100,10737
346,2,18,6,East,None,ReachScore:2592,24,900,2592,698,0,67,1770,17,83,3068,100,100,5729
347,2,18,7,East,None,CollectColor:25,24,900,2300,699,67,100,8778,83,100,10855,100,100,10431
348,2,18,8,East,None,ClearIce:22,23,900,3000,700,67,83,8144,67,100,7926,100,100,9057
349,2,18,9,East,None,BreakStones:8,0,82,3000,701,100,100,5671,100,100,5268,100,100,5750
350,2,18,10,East,MiniBoss,DefeatBoss:5300,28,900,5300,702,100,100,8142,100,100,7304,100,100,6413
351,2,18,11,East,None,ReachScore:9009,23,900,9009,703,33,67,6811,17,33,6845,100,100,11068
352,2,18,12,East,None,CollectColor:24,0,82,3000,704,0,50,4129,50,83,8003,100,100,11619
353,2,18,13,East,None,ClearIce:26,23,900,4000,705,33,100,9005,67,100,6756,100,100,7920
354,2,18,14,East,None,BreakStones:9,23,900,3000,706,67,83,7962,100,100,6574,100,100,8162
355,2,18,15,East,None,ReachScore:6950 + CollectColor:8,23,900,6950,707,33,100,6376,67,100,7709,100,100,8018
356,2,18,16,East,None,ReachScore:1550,0,82,1550,708,83,100,2581,100,100,2871,100,100,3017
357,2,18,17,East,None,CollectColor:28,23,900,3000,709,0,83,5335,17,67,6199,100,100,14246
358,2,18,18,East,None,ClearIce:17,23,900,3000,710,83,100,6777,100,100,6630,100,100,6660
359,2,18,19,East,None,BreakStones:7,23,900,2200,711,83,100,6848,100,100,6569,100,100,7883
360,2,18,20,East,ChapterBoss,DefeatBoss:7550,28,900,7550,712,67,100,7684,83,100,9871,100,100,8373
361,2,19,1,East,None,ReachScore:5570,24,900,5570,682,67,67,5962,83,83,10123,100,100,17127
362,2,19,2,East,None,CollectColor:20,24,900,3050,683,100,100,7785,100,100,8331,100,100,9797
363,2,19,3,East,None,ClearIce:25,24,900,2250,684,50,83,8349,50,67,7334,100,100,10112
364,2,19,4,East,None,BreakStones:9,0,82,4000,715,67,100,4984,100,100,6909,100,100,7594
365,2,19,5,East,None,ReachScore:11130 + CollectColor:15,23,900,11130,716,50,67,10851,67,100,12208,100,100,11914
366,2,19,6,East,None,ReachScore:2344,23,900,2344,717,17,33,2144,33,83,2821,100,100,5648
367,2,19,7,East,None,CollectColor:19,23,900,2200,718,100,100,9972,83,100,10804,100,100,10711
368,2,19,8,East,None,ClearIce:25,23,900,3050,719,67,83,7347,67,100,6898,100,100,7597
369,2,19,9,East,None,BreakStones:9,0,82,3050,720,83,83,4755,83,100,7928,100,100,7604
370,2,19,10,East,MiniBoss,DefeatBoss:7650,28,900,7650,721,67,83,8352,83,83,8906,100,100,8214
371,2,19,11,East,None,ReachScore:9050,23,900,9050,722,0,0,4013,0,17,3275,100,100,11550
372,2,19,12,East,None,CollectColor:20,0,81,3050,723,100,100,5952,100,100,5599,100,100,5641
373,2,19,13,East,None,ClearIce:23,23,900,4050,724,83,100,5155,100,100,7268,100,100,10985
374,2,19,14,East,None,BreakStones:8,23,900,3050,725,17,83,5877,33,83,4847,100,100,5128
375,2,19,15,East,None,ReachScore:10150 + CollectColor:15,23,900,10150,726,50,83,10594,50,100,10384,100,100,10862
376,2,19,16,East,None,ReachScore:3000,0,81,3000,727,50,67,2896,33,83,2760,100,100,4696
377,2,19,17,East,None,CollectColor:26,23,900,3050,728,67,100,8342,83,100,9945,100,100,17078
378,2,19,18,East,None,ClearIce:21,23,900,3050,729,100,100,7452,100,100,8218,100,100,9350
379,2,19,19,East,None,BreakStones:8,23,900,2250,730,83,100,5844,67,100,7738,100,100,6444
380,2,19,20,East,ChapterBoss,DefeatBoss:8150,28,900,8150,731,83,100,9171,83,100,10473,100,100,10764
381,2,20,1,East,None,ReachScore:1150,23,900,1150,701,83,100,3470,100,100,3797,100,100,3595
382,2,20,2,East,None,CollectColor:23,23,900,3000,702,67,100,9559,83,100,9956,100,100,15112
383,2,20,3,East,None,ClearIce:25,23,900,2200,703,83,100,10466,50,83,8975,100,100,9552
384,2,20,4,East,None,BreakStones:9,0,81,4050,734,50,100,6961,83,100,6861,100,100,5334
385,2,20,5,East,None,ReachScore:10167 + CollectColor:15,23,900,10167,735,0,67,7755,17,83,8207,100,100,11126
386,2,20,6,East,None,ReachScore:3187,23,900,3187,736,17,33,2600,17,33,2551,100,100,5673
387,2,20,7,East,None,CollectColor:34,23,900,2250,737,67,83,8603,83,100,10196,100,100,11268
388,2,20,8,East,None,ClearIce:22,23,900,3050,738,100,100,5746,100,100,7823,100,100,6688
389,2,20,9,East,None,BreakStones:7,0,81,3050,739,83,100,3770,83,100,6668,100,100,5072
390,2,20,10,East,MiniBoss,DefeatBoss:10950,28,900,10950,740,67,100,11834,100,100,12965,100,100,13301
391,2,20,11,East,None,ReachScore:3050,23,900,3050,741,83,83,5734,50,100,5046,100,100,5492
392,2,20,12,East,None,CollectColor:31,0,81,3050,742,67,100,7617,100,100,12166,100,100,16473
393,2,20,13,East,None,ClearIce:29,23,900,4100,743,33,100,6502,100,100,8289,100,100,7663
394,2,20,14,East,None,BreakStones:9,23,900,3050,744,83,100,4891,83,100,5641,100,100,7252
395,2,20,15,East,None,ReachScore:3950 + CollectColor:10,23,900,3950,745,100,100,6650,100,100,6905,100,100,5436
396,2,20,16,East,None,ReachScore:2650,0,81,2650,746,67,83,3507,100,100,4581,100,100,4217
397,2,20,17,East,None,CollectColor:31,23,900,3100,747,0,67,7612,0,83,6871,100,100,13521
398,2,20,18,East,None,ClearIce:26,23,900,3100,748,17,83,9653,67,100,10139,100,100,8557
399,2,20,19,East,None,BreakStones:8,23,900,2250,749,67,100,7128,100,100,5753,100,100,6208
400,2,20,20,East,ActBoss,DefeatBoss:8250,28,900,8250,750,83,100,8907,100,100,10174,100,100,10819
401,3,21,1,West,None,ReachScore:2100 + DestroyBlight:2,23,900,2100,720,83,83,4194,50,100,3263,100,100,4727
402,3,21,2,West,None,CollectColor:14,23,900,3050,721,83,100,6306,100,100,8852,100,100,10324
403,3,21,3,West,None,ClearIce:29,23,900,2250,721,17,50,7635,50,83,8978,100,100,23833
404,3,21,4,West,None,BreakStones:10,0,81,4100,752,50,100,4758,100,100,5495,100,100,5419
405,3,21,5,West,None,ReachScore:7389 + CollectColor:16 + DestroyBlight:10,23,900,7389,752,50,100,7652,50,100,6957,100,100,9194
406,3,21,6,West,None,ReachScore:3784,23,900,3784,753,17,83,2581,17,33,2828,100,100,6648
407,3,21,7,West,None,CollectColor:19,23,900,2250,753,33,100,6298,100,100,7602,100,100,9449
408,3,21,8,West,None,ClearIce:21,23,900,3100,754,100,100,5908,100,100,7241,100,100,9171
409,3,21,9,West,None,BreakStones:10,0,81,3100,754,100,100,5369,100,100,8387,100,100,3476
410,3,21,10,West,MiniBoss,DefeatBoss:11050,28,900,11050,755,17,83,8470,33,100,10338,100,100,17890
411,3,21,11,West,None,ReachScore:2550,23,900,2550,755,33,50,2905,33,67,3026,100,100,5038
412,3,21,12,West,None,CollectColor:32,0,81,3100,756,17,100,9118,50,100,10327,100,100,14496
413,3,21,13,West,None,ClearIce:32,23,900,4150,756,0,50,8221,50,83,11106,100,100,12628
414,3,21,14,West,None,BreakStones:10,23,900,3100,757,17,100,5920,100,100,5588,100,100,4559
415,3,21,15,West,None,ReachScore:10320 + CollectColor:8 + DestroyBlight:9,23,900,10320,757,0,17,7058,33,100,9281,100,100,14109
416,3,21,16,West,None,ReachScore:3200,0,81,3200,758,67,83,3877,50,100,3522,100,100,4668
417,3,21,17,West,None,CollectColor:23,23,900,3100,758,33,100,7489,33,83,6979,100,100,9381
418,3,21,18,West,None,ClearIce:25,23,900,3100,759,33,100,8525,83,100,8083,100,100,12361
419,3,21,19,West,None,BreakStones:9,23,900,2300,759,83,100,5010,83,100,5697,100,100,5843
420,3,21,20,West,ChapterBoss,DefeatBoss:8300,28,900,8300,760,67,100,9481,67,83,9666,100,100,11507
421,3,22,1,West,None,ReachScore:3879,23,900,3879,730,33,50,3671,50,83,4987,100,100,7284
422,3,22,2,West,None,CollectColor:9,23,900,3050,731,100,100,5272,100,100,5289,100,100,9804
423,3,22,3,West,None,ClearIce:31,23,900,2250,731,17,67,6711,17,100,7310,100,100,8719
424,3,22,4,West,None,BreakStones:10,0,80,4150,762,33,67,5188,83,83,6432,100,100,7983
425,3,22,5,West,None,ReachScore:5150 + CollectColor:8 + DestroyBlight:10,23,900,5150,762,67,100,5548,83,100,8213,100,100,6056
426,3,22,6,West,None,ReachScore:2571,23,900,2571,763,67,100,3984,50,67,4324,100,100,6802
427,3,22,7,West,None,CollectColor:10,23,900,2300,763,100,100,4803,100,100,4889,100,100,3856
428,3,22,8,West,None,ClearIce:25,23,900,3150,764,67,100,6947,100,100,9272,100,100,9207
429,3,22,9,West,None,BreakStones:10,0,80,3150,764,17,83,8543,67,100,9536,100,100,7599
430,3,22,10,West,MiniBoss,DefeatBoss:8400,28,900,8400,765,67,100,8913,33,100,7356,100,100,10458
431,3,22,11,West,None,ReachScore:9723,23,900,9723,765,33,50,5742,33,50,6964,100,100,13649
432,3,22,12,West,None,CollectColor:27,0,80,3150,766,100,100,6308,100,100,6404,100,100,7694
433,3,22,13,West,None,ClearIce:31,23,900,4150,766,50,83,8378,50,100,8445,100,100,13496
434,3,22,14,West,None,BreakStones:10,23,900,3150,767,67,83,4920,67,100,5635,100,100,5984
435,3,22,15,West,None,ReachScore:5650 + CollectColor:9 + DestroyBlight:5,23,900,5650,767,83,100,6225,67,100,5987,100,100,6368
436,3,22,16,West,None,ReachScore:2050,0,80,2050,768,83,100,3010,100,100,3586,100,100,3365
437,3,22,17,West,None,CollectColor:39,23,900,3150,768,50,100,6596,67,100,8425,100,100,9330
438,3,22,18,West,None,ClearIce:22,23,900,3150,769,100,100,6430,100,100,5906,100,100,6761
439,3,22,19,West,None,BreakStones:10,23,900,2300,769,67,100,8704,100,100,16696,100,100,17586
440,3,22,20,West,ChapterBoss,DefeatBoss:8350,28,900,8350,770,100,100,10089,83,100,9966,100,100,11278
441,3,23,1,West,None,ReachScore:850,23,900,850,740,67,83,2517,83,83,2896,100,100,3211
442,3,23,2,West,None,CollectColor:11,23,900,3050,741,100,100,5364,100,100,5638,100,100,6745
443,3,23,3,West,None,ClearIce:30,23,900,2250,741,17,67,9391,17,100,9204,100,100,16143
444,3,23,4,West,None,BreakStones:10,0,80,4200,772,50,83,4338,67,100,5495,100,100,4708
445,3,23,5,West,None,ReachScore:5850 + CollectColor:13 + DestroyBlight:10,23,900,5850,772,83,100,6423,67,100,7064,100,100,6310
446,3,23,6,West,None,ReachScore:1865,23,900,1865,773,50,67,3210,67,67,3631,100,100,5408
447,3,23,7,West,None,CollectColor:18,23,900,2300,773,100,100,5948,100,100,5759,100,100,5663
448,3,23,8,West,None,ClearIce:20,23,900,3150,774,17,83,6581,83,100,7015,100,100,4724
449,3,23,9,West,None,BreakStones:10,0,80,3150,774,33,67,5286,50,100,6270,100,100,10948
450,3,23,10,West,MiniBoss,DefeatBoss:8900,28,900,8900,775,33,67,8544,67,83,10146,67,100,8957
451,3,23,11,West,None,ReachScore:1100,23,900,1100,775,100,100,3856,100,100,4141,100,100,3436
452,3,23,12,West,None,CollectColor:21,0,80,3150,776,0,50,5529,50,83,7506,100,100,11472
453,3,23,13,West,None,ClearIce:24,23,900,4200,776,33,100,7035,100,100,6465,100,100,6027
454,3,23,14,West,None,BreakStones:10,23,900,3150,777,100,100,8398,100,100,5247,100,100,8838
455,3,23,15,West,None,ReachScore:10400 + CollectColor:11 + DestroyBlight:9,23,900,10400,777,17,67,7860,67,100,11584,100,100,11466
456,3,23,16,West,None,ReachScore:4300,0,80,4300,778,33,33,3999,0,17,2985,100,100,9908
457,3,23,17,West,None,CollectColor:36,23,900,3150,778,50,100,9733,100,100,11049,100,100,16484
458,3,23,18,West,None,ClearIce:26,23,900,3150,779,67,100,10901,67,100,9102,100,100,10467
459,3,23,19,West,None,BreakStones:9,23,900,2300,779,50,100,7921,100,100,8663,100,100,7157
460,3,23,20,West,ChapterBoss,DefeatBoss:8400,28,900,8400,780,33,83,7419,67,100,9180,100,100,8968
461,3,24,1,West,None,ReachScore:5300,23,900,5300,750,0,0,2191,17,33,2948,100,100,7154
462,3,24,2,West,None,CollectColor:19,23,900,3100,751,100,100,6614,100,100,7075,100,100,6152
463,3,24,3,West,None,ClearIce:25,23,900,2250,751,100,100,7684,100,100,7449,100,100,9025
464,3,24,4,West,None,BreakStones:10,0,80,4200,782,0,50,4638,67,83,6652,100,100,6043
465,3,24,5,West,None,ReachScore:7050 + CollectColor:8 + DestroyBlight:13,23,900,7050,782,33,83,6013,17,100,5956,100,100,7880
466,3,24,6,West,None,ReachScore:1550,23,900,1550,783,33,67,2343,17,100,1764,100,100,4121
467,3,24,7,West,None,CollectColor:13,23,900,2300,783,100,100,5766,100,100,9255,100,100,7702
468,3,24,8,West,None,ClearIce:19,23,900,3150,784,100,100,5378,100,100,6022,100,100,4511
469,3,24,9,West,None,BreakStones:10,0,80,3150,784,17,33,5274,17,33,4762,100,100,4844
470,3,24,10,West,MiniBoss,DefeatBoss:11300,28,900,11300,785,17,33,7581,67,100,12067,100,100,14196
471,3,24,11,West,None,ReachScore:2450,23,900,2450,785,50,67,3443,33,83,2853,100,100,4588
472,3,24,12,West,None,CollectColor:22,0,80,3150,786,0,17,4002,0,67,7583,100,100,12316
473,3,24,13,West,None,ClearIce:29,23,900,4200,786,83,100,7327,83,100,12077,100,100,10450
474,3,24,14,West,None,BreakStones:10,23,900,3150,787,100,100,6975,83,100,7478,100,100,5761
475,3,24,15,West,None,ReachScore:7592 + CollectColor:11 + DestroyBlight:7,23,900,7592,787,50,83,7031,50,83,6684,100,100,9528
476,3,24,16,West,None,ReachScore:2998,0,80,2998,788,33,67,3235,17,33,2581,100,100,4514
477,3,24,17,West,None,CollectColor:16,23,900,3150,788,67,100,7581,83,100,9299,100,100,7610
478,3,24,18,West,None,ClearIce:20,23,900,3200,789,83,100,6872,83,100,7124,100,100,8272
479,3,24,19,West,None,BreakStones:10,23,900,2350,789,17,83,8792,100,100,12679,100,100,7690
480,3,24,20,West,ChapterBoss,DefeatBoss:8550,28,900,8550,790,33,83,9130,67,100,9861,100,100,13191
481,3,25,1,West,None,ReachScore:3200,23,900,3200,760,17,33,2680,67,67,5038,100,100,5713
482,3,25,2,West,None,CollectColor:12,23,900,3100,761,100,100,6808,100,100,7426,100,100,5554
483,3,25,3,West,None,ClearIce:17,23,900,2300,761,100,100,7692,100,100,8620,100,100,10000
484,3,25,4,West,None,BreakStones:10,0,80,4250,792,67,100,6666,83,100,5977,100,100,6355
485,3,25,5,West,None,ReachScore:7152 + CollectColor:15 + DestroyBlight:13,23,900,7152,792,33,67,6093,33,100,9392,100,100,9047
486,3,25,6,West,None,ReachScore:2606,23,900,2606,793,67,100,3742,83,83,5526,100,100,5500
487,3,25,7,West,None,CollectColor:21,23,900,2350,793,100,100,8429,100,100,9507,100,100,13395
488,3,25,8,West,None,ClearIce:22,23,900,3200,794,67,100,6327,50,100,5976,100,100,8613
489,3,25,9,West,None,BreakStones:10,0,80,3200,794,67,83,4093,100,100,6882,100,100,7663
490,3,25,10,West,MiniBoss,DefeatBoss:11350,28,900,11350,795,33,67,9775,100,100,13461,100,100,14320
491,3,25,11,West,None,ReachScore:7958,23,900,7958,795,0,0,3982,0,17,3262,100,100,11727
492,3,25,12,West,None,CollectColor:24,0,80,3200,796,67,100,6842,83,100,7837,100,100,8975
493,3,25,13,West,None,ClearIce:33,23,900,4250,796,0,50,7831,33,100,10429,100,100,15248
494,3,25,14,West,None,BreakStones:10,23,900,3200,797,83,100,6034,67,100,5548,100,100,7648
495,3,25,15,West,None,ReachScore:6950 + CollectColor:13 + DestroyBlight:12,23,900,6950,797,67,83,8978,100,100,8282,100,100,8455
496,3,25,16,West,None,ReachScore:2300,0,80,2300,798,67,100,3217,83,83,3753,100,100,3791
497,3,25,17,West,None,CollectColor:29,23,900,3200,798,50,83,9886,67,100,10443,100,100,8922
498,3,25,18,West,None,ClearIce:28,23,900,3200,799,33,50,10175,67,100,8556,100,100,6920
499,3,25,19,West,None,BreakStones:10,23,900,2350,799,83,100,6515,100,100,5751,100,100,5235
500,3,25,20,West,ChapterBoss,DefeatBoss:8250,27,900,8250,800,50,100,8684,33,100,7985,100,100,10479
501,3,26,1,West,None,ReachScore:2000 + BreakChains:3,23,900,2000,770,0,17,1573,33,67,2459,100,100,4559
502,3,26,2,West,None,CollectColor:23,23,900,3150,771,83,100,7098,83,100,9086,100,100,11393
503,3,26,3,West,None,ClearIce:27,23,900,2300,771,33,100,6772,83,100,14078,100,100,9679
504,3,26,4,West,None,BreakStones:10 + BreakChains:10,0,79,4100,802,33,50,7825,83,100,6860,100,100,7335
505,3,26,5,West,None,ReachScore:5561 + CollectColor:8 + DestroyBlight:8,22,900,5561,802,33,83,4997,83,100,6677,100,100,6906
506,3,26,6,West,None,ReachScore:6358,22,900,6358,803,100,100,9552,67,83,7391,100,100,9133
507,3,26,7,West,None,CollectColor:27,22,900,2250,803,83,100,7331,100,100,7170,100,100,7742
508,3,26,8,West,None,ClearIce:25,22,900,3050,804,83,100,8271,67,100,6444,100,100,7012
509,3,26,9,West,None,BreakStones:10 + BreakChains:10,0,79,3050,804,67,83,5874,100,100,6627,100,100,7687
510,3,26,10,West,MiniBoss,DefeatBoss:11000,27,900,11000,805,33,50,9186,17,67,7770,100,100,14420
511,3,26,11,West,None,ReachScore:4350,22,900,4350,805,17,50,2733,33,83,3327,100,100,6725
512,3,26,12,West,None,CollectColor:35,0,79,3050,806,17,83,7066,100,100,11312,100,100,27431
513,3,26,13,West,None,ClearIce:26,22,900,4100,806,67,67,6104,100,100,7508,100,100,6525
514,3,26,14,West,None,BreakStones:9 + BreakChains:10,22,900,3050,807,67,83,6699,100,100,5760,100,100,6397
515,3,26,15,West,None,ReachScore:4850 + CollectColor:8 + DestroyBlight:6,22,900,4850,807,83,100,6532,83,100,5806,100,100,5907
516,3,26,16,West,None,ReachScore:1850,0,79,1850,808,50,83,2173,83,100,3427,100,100,3405
517,3,26,17,West,None,CollectColor:29,22,900,3050,808,50,100,6547,50,100,9031,100,100,7119
518,3,26,18,West,None,ClearIce:23,22,900,3100,809,50,100,7969,83,100,8045,100,100,8942
519,3,26,19,West,None,BreakStones:9 + BreakChains:10,22,900,2250,809,17,100,9406,100,100,9124,100,100,9332
520,3,26,20,West,ChapterBoss,DefeatBoss:8300,27,900,8300,810,67,83,9067,67,100,8495,100,100,9806
521,3,27,1,West,None,ReachScore:1000,23,900,1000,780,50,83,2011,83,100,3089,100,100,3386
522,3,27,2,West,None,CollectColor:19,23,900,3150,781,100,100,8162,100,100,9879,100,100,11200
523,3,27,3,West,None,ClearIce:25,23,900,2300,781,67,100,7345,100,100,9263,100,100,8655
524,3,27,4,West,None,BreakStones:9 + BreakChains:10,0,79,4100,812,100,100,5991,100,100,5134,100,100,4562
525,3,27,5,West,None,ReachScore:6780 + CollectColor:11 + DestroyBlight:11,22,900,6780,812,50,83,5965,50,83,6479,100,100,7962
526,3,27,6,West,None,ReachScore:1850,22,900,1850,813,50,67,3547,100,100,5071,100,100,3938
527,3,27,7,West,None,CollectColor:23,22,900,2250,813,100,100,7597,100,100,7676,100,100,6811
528,3,27,8,West,None,ClearIce:22,22,900,3100,814,100,100,7325,100,100,7601,100,100,6334
